6.00E+00,9.00E+00,9.00E+00
6.00E+00,9.00E+00,1.00E+01
7.00E+00,9.00E+00,1.40E+01
7.00E+00,9.00E+00,1.50E+01
7.00E+00,9.00E+00,1.60E+01
8.00E+00,9.00E+00,2.00E+01
8.00E+00,9.00E+00,2.10E+01
8.00E+00,9.00E+00,2.20E+01
5.00E+00,1.00E+01,2.00E+00
5.00E+00,1.00E+01,3.00E+00
5.00E+00,1.00E+01,4.00E+00
6.00E+00,1.00E+01,8.00E+00
6.00E+00,1.00E+01,9.00E+00
6.00E+00,1.00E+01,1.00E+01
7.00E+00,1.00E+01,1.40E+01
7.00E+00,1.00E+01,1.50E+01
7.00E+00,1.00E+01,1.60E+01
8.00E+00,1.00E+01,2.00E+01
8.00E+00,1.00E+01,2.10E+01
8.00E+00,1.00E+01,2.20E+01
9.00E+00,1.40E+01,2.00E+00
9.00E+00,1.40E+01,3.00E+00
9.00E+00,1.40E+01,4.00E+00
1.00E+01,1.40E+01,8.00E+00
1.00E+01,1.40E+01,9.00E+00
1.00E+01,1.40E+01,1.00E+01
1.10E+01,1.40E+01,1.40E+01
1.10E+01,1.40E+01,1.50E+01
1.10E+01,1.40E+01,1.60E+01
1.20E+01,1.40E+01,2.00E+01
1.20E+01,1.40E+01,2.10E+01
1.20E+01,1.40E+01,2.20E+01
9.00E+00,1.50E+01,2.00E+00
9.00E+00,1.50E+01,3.00E+00
9.00E+00,1.50E+01,4.00E+00
1.00E+01,1.50E+01,8.00E+00
1.00E+01,1.50E+01,9.00E+00
1.00E+01,1.50E+01,1.00E+01
1.10E+01,1.50E+01,1.40E+01
1.10E+01,1.50E+01,1.50E+01
1.10E+01,1.50E+01,1.60E+01
1.20E+01,1.50E+01,2.00E+01
1.20E+01,1.50E+01,2.10E+01
1.20E+01,1.50E+01,2.20E+01
9.00E+00,1.60E+01,2.00E+00
9.00E+00,1.60E+01,3.00E+00
9.00E+00,1.60E+01,4.00E+00
1.00E+01,1.60E+01,8.00E+00
1.00E+01,1.60E+01,9.00E+00
1.00E+01,1.60E+01,1.00E+01
1.10E+01,1.60E+01,1.40E+01
1.10E+01,1.60E+01,1.50E+01
1.10E+01,1.60E+01,1.60E+01
1.20E+01,1.60E+01,2.00E+01
1.20E+01,1.60E+01,2.10E+01
1.20E+01,1.60E+01,2.20E+01
1.30E+01,2.00E+01,2.00E+00
1.30E+01,2.00E+01,3.00E+00
1.30E+01,2.00E+01,4.00E+00
1.40E+01,2.00E+01,8.00E+00
1.40E+01,2.00E+01,9.00E+00
1.40E+01,2.00E+01,1.00E+01
1.50E+01,2.00E+01,1.40E+01
1.50E+01,2.00E+01,1.50E+01
1.50E+01,2.00E+01,1.60E+01
1.60E+01,2.00E+01,2.00E+01
1.60E+01,2.00E+01,2.10E+01
1.60E+01,2.00E+01,2.20E+01
1.30E+01,2.10E+01,2.00E+00
1.30E+01,2.10E+01,3.00E+00
1.30E+01,2.10E+01,4.00E+00
1.40E+01,2.10E+01,8.00E+00
1.40E+01,2.10E+01,9.00E+00
1.40E+01,2.10E+01,1.00E+01
1.50E+01,2.10E+01,1.40E+01
1.50E+01,2.10E+01,1.50E+01
1.50E+01,2.10E+01,1.60E+01
1.60E+01,2.10E+01,2.00E+01
1.60E+01,2.10E+01,2.10E+01
1.60E+01,2.10E+01,2.20E+01
1.30E+01,2.20E+01,2.00E+00
1.30E+01,2.20E+01,3.00E+00
1.30E+01,2.20E+01,4.00E+00
1.40E+01,2.20E+01,8.00E+00
1.40E+01,2.20E+01,9.00E+00
1.40E+01,2.20E+01,1.00E+01
1.50E+01,2.20E+01,1.40E+01
1.50E+01,2.20E+01,1.50E+01
1.50E+01,2.20E+01,1.60E+01
1.60E+01,2.20E+01,2.00E+01
1.60E+01,2.20E+01,2.10E+01
1.60E+01,2.20E+01,2.20E+01
